feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,id,label
0,0,0,2.444444444,6,0,8.222222222,36.66666667,0.333333333,8.666666667,5.111111111,0.555555556,10.22222222,25.66666667,0.444444444,0.333333333,1.666666667,0,16.88888889,41.77777778,0.888888889,24.72222222,72,0.722222222,41.27084756,114.3270994,1.871087528,49.25925926,53.59798594,63.45293714,0,0,0,1,4,0,12.5,50.25,0.75,0,0,0,7,29.75,0.25,0,2.25,0,12.5,50.25,0.75,16,75.5,0.375,30.08744435,127.9668236,1.776123858,45.83333333,46.13253546,59.47855598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,27,100,65.94094488,23,100,71.31529851,,,0,0.003123134,,,7.251417323,8.63511194,,,10.92913386,10.39179104,,,84.82411067,84.91682243,,,0,0,,,62.12835925,64.35127624,36,125,121,113,98,0.3,0.266666667,,,1,0,0,0,1,0,0,0,,,,,,,,,2226,0
0,0,0.166666667,0.166666667,0,0,1.666666667,8.166666667,1.666666667,0,7.166666667,0,1.166666667,9.333333333,0.833333333,0,1.166666667,0,1.666666667,15.33333333,1.666666667,7.416666667,30.16666667,2,15.70377951,54.16534487,6.207043772,50,52.67195767,62.0740946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,15,90,50.08928571,,,,0.018017857,,,,12.2946875,,,,11.375,,,,85,,,,0,,,,36.41087698,36,125,121,113,98,0.2,,,,1,0,0,0,,,,,,,,,,,,,2227,0
0,0,0.086956522,2.913043478,0,2.869565217,44.60869565,0,67.95652174,9.086956522,0,14.43478261,27.17391304,0,38.26086957,0,0,0,53.69565217,0,82.39130435,66.32608696,0,92.56521739,117.945383,0,168.3105131,46.48713953,50.48465179,49.09090909,0,0,0.083333333,2.916666667,0,2.083333333,50.08333333,0,70.75,9.583333333,0,13,28.91666667,0,37.25,0,0,0,59.66666667,0,83.75,70.375,0,86.20833333,128.3645911,0,166.3698224,44.38249722,48.55272425,47.22222222,0,0,0.2,1.4,0,1.6,47.8,0,68.4,7,0,16,28.4,0,34.8,0,0,0,54.8,0,84.4,59.2,0,77.8,109.9087203,0,161.5704197,40.77524833,51.06423128,44.11764706,0,0,0,2,0,0,47,0,74,0,0,0,27,0,21,0,0,0,47,0,74,57.5,0,46.5,105.1976275,0,132.2986617,28.37837838,57.44680851,43.75,23,55,92,78.45454545,55,100,82.68103448,23,100,76.11795468,23,100,72.585623,0,0,0.019030215,0.038392971,5.505669421,5.661633621,6.08838989,6.82826262,4.024793388,3.876436782,3.918651947,3.876357827,-54.22975207,-60.52346743,-61.84702346,-2.293198804,1,1,0.998837885,0.999325524,49.26392762,54.58982963,58.29824823,62.78966926,21,662,658,650,635,0.766666667,0.8,0.714285714,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2228,29.83
0,0.05,0,5.45,5.6,3.3,19.3,27.85,14.85,12.15,6.2,5.3,13.8,13.4,7.8,0,0,0,31.45,34.05,20.15,31.25,33.4,17.875,68.8954725,74.85295882,40.68788858,45.6093381,42.47486091,41.02143602,0,0,0,6.214285714,6.142857143,3.142857143,22.07142857,27.42857143,17.64285714,10.64285714,5.571428571,4.214285714,14.35714286,14.14285714,8.142857143,0,0,0,32.71428571,33,21.85714286,34.03571429,35.78571429,18.75,70.92128362,75.13493672,44.98274514,41.73957185,41.88160402,44.37314726,0,0,0,10.33333333,6.833333333,5.333333333,35.83333333,32.33333333,23.66666667,12.33333333,4.833333333,8.166666667,22.16666667,16,13.83333333,0,0,0,48.16666667,37.16666667,31.83333333,52.75,42.41666667,33,108.866945,91.21594416,68.92027786,49.16074238,47.04488305,48.26535259,0,0,0,8.5,3.5,2,17.5,12,18,26,12.5,0,18,10.5,5.5,0,0,0,43.5,24.5,18,42.25,28.5,13,87.9839936,70.88898783,35.50427539,38.80718954,39.75274725,42.91666667,20,25,92,58.86046512,18,92,43.14651494,15,99,43.15579119,15,99,46.18972563,0,0.004133713,0.00237031,0.001696439,7.211418605,7.226186344,7.150180261,6.598589609,4.98255814,4.93314367,4.966557912,4.906012843,-104.3187984,-104.3702754,-103.8759456,-103.6494938,0.066860465,0.046230441,0.026508972,0.05789064,46.53322178,50.29680561,51.01427482,51.42425313,20,150,146,138,123,0.666666667,0.933333333,0.857142857,0.666666667,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2229,0
0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0.954143833,0,0,50,0,49.09090909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0.718272933,0,0,50,0,47.22222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,29,29,29,12,29,20.5,,,0,0,,,0,0,,,3,3,,,85,85,,,0,0,,,41.76685297,31.44180044,21,42,38,30,15,0.066666667,0.066666667,,,1,0,0,0,1,0,0,0,,,,,,,,,2230,0
0.033333333,0.033333333,0.133333333,0.033333333,0.066666667,0.033333333,10.6,20.33333333,24.5,4.333333333,12.2,7.433333333,7.5,15.4,16.46666667,0,0.066666667,0.033333333,14.93333333,32.53333333,31.93333333,14.68333333,28.65,32.86666667,24.34082002,53.32070799,56.96486436,51.33868435,53.31359817,51.45732823,0.066666667,0,0,0,0.066666667,0,11,24.73333333,22,3.4,17.53333333,6.666666667,6.866666667,19.53333333,13.4,0,0.133333333,0.066666667,14.4,42.26666667,28.66666667,12.66666667,33.53333333,25.13333333,21.86793504,62.15814981,44.61040108,47.20636048,48.54671412,45.64290706,0,0,0,0,0,0,7.714285714,16.28571429,20.42857143,1.428571429,15.85714286,7.142857143,4.285714286,15.57142857,12.28571429,0,0.142857143,0,9.142857143,32.14285714,27.57142857,6.428571429,25.07142857,21.78571429,11.01144155,42.42429173,38.23351656,45.64193851,45.96116768,49.02245488,0,0,0,0,0,0,5.666666667,26.66666667,20.33333333,0,16.66666667,0,2.666666667,18.66666667,7,0,0.333333333,0,5.666666667,43.33333333,20.33333333,2.833333333,33.33333333,13,6.381176794,60.86186394,28.47244093,42.84795886,45.20227763,47.33333333,30,19,97,55.86538462,19,97,55.33195021,13,97,55.09921875,9,100,52.07640638,0.112600962,0.167224066,0.238503906,0.2734555,2.173211538,2.294558091,2.42645,2.775058354,3.610576923,3.526970954,3.47578125,3.416876574,85,85,85,84.93350168,0,0,0.0890625,0.240973971,61.11863931,70.96942865,65.59569735,64.97240137,21,42,38,30,15,1,1,1,1,2,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2231,11.32
0,0.238095238,0.047619048,1.619047619,3.142857143,1.428571429,16.95238095,52.23809524,18.52380952,6.666666667,6.80952381,4.285714286,11.85714286,28.47619048,11.76190476,3.619047619,9.571428571,4.476190476,23.61904762,59.04761905,22.80952381,17.61904762,40.47619048,16.23809524,31.07676902,74.25653097,27.20450205,50.6235891,48.87321192,50.56915827,0,0.333333333,0.166666667,0.833333333,3,3,2.5,49.66666667,20.83333333,11.33333333,0.5,5.833333333,7,25.33333333,16.66666667,4.5,11.5,6.833333333,13.83333333,50.16666667,26.66666667,9,32.91666667,21.91666667,17.05597501,56.8423546,32.63797117,57.6844071,41.64645522,57.80205817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,10,100,59.88786765,10,100,57.56207675,,,0,0.000945372,,,3.386841912,3.215873589,,,2.641544118,2.766591422,,,-87.32291667,-76.90812641,,,1,0.998871332,,,88.09203934,73.86571868,22,190,186,178,163,0.7,0.4,,,1,0,0,1,1,0,0,0,,,,,,,,,2232,0
0,0,0,1,0,0,6,0,0.333333333,2,0,0,2.333333333,0,0.333333333,0,0,0,8,0,0.333333333,7.2,0,0.244444444,12.69975993,0,0.519973822,66.66666667,40.47619048,49.09090909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.733333333,0,0,1.559921467,100,46.875,47.22222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,13,13,13,13,79,68.28,,,0,0,,,3.931,2.5956,,,4,3.2,,,-97,-70.94666667,,,1,1,,,38.46347479,53.70758694,22,190,186,178,163,0.1,0.066666667,,,1,0,0,1,1,0,0,0,,,,,,,,,2233,0
0,0.111111111,0.222222222,0,0.111111111,0,14.11111111,30.55555556,12.44444444,2.555555556,16.66666667,0,5.777777778,20.66666667,4.666666667,0.777777778,3.888888889,0.555555556,16.66666667,47.22222222,12.44444444,11.38888889,42.27777778,10.05555556,23.33286735,76.59584691,19.14482673,46.0547504,39.78161506,46.41516589,0,0.111111111,0.222222222,0,0.111111111,0,14.11111111,30.55555556,12.44444444,2.555555556,16.66666667,0,5.777777778,20.66666667,4.666666667,0.777777778,3.888888889,0.555555556,16.66666667,47.22222222,12.44444444,11.38888889,42.27777778,10.05555556,23.33286735,76.59584691,19.14482673,46.0547504,39.26353746,46.41516589,0,0.166666667,0,0,0,0,19.66666667,34.16666667,7.833333333,0.333333333,24.83333333,0,7.166666667,25.5,3.5,0.833333333,4.166666667,0.5,20,59,7.833333333,13.08333333,52.25,6.916666667,26.55610516,91.12006603,12.00515711,47.03667106,40.30678035,45.4933956,0,0,0,0,0,0,23,57,0,0,30.33333333,0,8.666666667,37,0,1.333333333,6.333333333,0,23,87.33333333,0,14.5,71.83333333,0,29.56056549,125.4490646,0,47.05882353,38.03330782,43.7525958,9,43,97,73.17220544,35,97,66.92898273,21,97,60.90538574,21,97,60.90538574,0.195960725,0.198005758,0.150161572,0.150161572,2.441628399,2.913381958,2.92185444,2.92185444,2.80060423,2.894433781,2.896652111,2.896652111,-72.73617021,-75.21875401,-77.51737226,-77.51737226,1,1,1,1,61.41553912,56.60028391,54.72808327,54.72808327,22,190,186,178,163,0.3,0.6,0.857142857,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,2234,19.73
0.105263158,0.210526316,0,0.052631579,0.473684211,0,3.368421053,22.05263158,0.105263158,1.157894737,6.105263158,0,2,11.31578947,0,0.105263158,0.789473684,0,4.526315789,28.15789474,0.105263158,5.578947368,28.81578947,0,8.366911351,43.1764102,0.069905487,47.36842105,46.25313283,47.82336609,0.2,0.3,0,0.1,0.3,0,6.3,30.2,0.2,0.7,4.9,0,3.1,13.5,0,0.2,1.5,0,7,35.1,0.2,8.95,31.9,0,13.33283141,49.381206,0.132820425,45,47.13789683,41.21797718,0,0.428571429,0,0,0.285714286,0,0,23.71428571,0,0,6,0,0,10.42857143,0,0,0.571428571,0,0,29.71428571,0,0,26.5,0,0,40.27954708,0,48.18181818,44.68085106,38.24835293,0,0.666666667,0,0,0.666666667,0,0,14.66666667,0,0,9.333333333,0,0,9,0,0,0.666666667,0,0,24,0,0,31,0,0,41.91950669,0,47.05882353,44.27400468,36.97377502,19,39,86,61.34722222,39,86,67.63461538,22,97,61.92434988,10,97,60.74638844,0,0,0.109269504,0.677481541,3.641875,2.888259615,2.739373522,2.910279294,3.138888889,2.754807692,2.744680851,2.804173355,85,85,84.86887836,84.9088413,1,1,1,0.972712681,54.15140061,53.09323424,52.84273732,50.99671953,21,87,83,75,60,0.633333333,0.666666667,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2235,1.23
0,0,0,0,0,0,0,0,0,0,0,17,0,0,12,0,0,0,0,0,17,0,0,20,0,0,26.32613458,70.58823529,49.20634921,49.09090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,44,46,45.11764706,,,,0,,,,7.906823529,,,,3.176470588,,,,85,,,,1,,,,90.02461005,20,222,218,210,195,0.033333333,,,,1,0,0,0,,,,,,,,,,,,,2236,0
0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1.5,0,0,2.9957879,0,0,50,50,49.09090909,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1.5,0,0,2.9957879,0,0,50,50,47.22222222,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1.5,0,0,2.9957879,0,0,48.18181818,50,44.11764706,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1.5,0,0,2.9957879,0,0,47.05882353,50,43.75,1,80,80,80,80,80,80,80,80,80,80,80,80,0,0,0,0,0,0,0,0,3.5,3.5,3.5,3.5,85,85,85,85,1,1,1,1,70.09842052,70.09842052,70.09842052,70.09842052,20,74,70,62,47,0.033333333,0.066666667,0.142857143,0.333333333,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2237,0
0,0,0,0,0,0,0.5,1,1,0,0,0,0.5,0,0,0,0,0,0.5,1,1,0.833333333,0.5,0.5,0.994384542,1.055008908,0.855731908,25,74.6031746,24.54545455,0,0,0,0,0,0,0.5,1,1,0,0,0,0.5,0,0,0,0,0,0.5,1,1,0.833333333,0.5,0.5,0.994384542,1.055008908,0.855731908,25,73.4375,23.61111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,82,97,88,82,97,88,,,0,0,,,0.8892,0.8892,,,3.8,3.8,,,85,85,,,1,1,,,46.4695954,46.4695954,20,74,70,62,47,0.066666667,0.133333333,,,1,0,0,0,1,0,0,0,,,,,,,,,2238,0
0.166666667,0.166666667,0,0.166666667,0.5,0,9.833333333,15.5,0,8.833333333,8,0,6.666666667,8.166666667,0,1.666666667,1.833333333,0,18.66666667,23.5,0,11.41666667,18.33333333,0,23.88491243,35.62905157,0,50,44.61534036,49.78914141,0.166666667,0.166666667,0,0.166666667,0.5,0,9.833333333,15.5,0,8.833333333,8,0,6.666666667,8.166666667,0,1.666666667,1.833333333,0,18.66666667,23.5,0,11.41666667,18.33333333,0,23.88491243,35.62905157,0,50,43.06110756,49.78914141,0.2,0.2,0,0.2,0.6,0,11.8,18,0,10.6,9.6,0,8,9.2,0,2,2.2,0,22.4,27.6,0,13.7,19.1,0,28.66189491,39.72643501,0,48.18181818,40.98183971,39.7469697,0.5,0.5,0,0.5,0.5,0,29.5,22,0,26.5,24,0,20,12.5,0,5,4.5,0,56,46,0,34.25,22.75,0,71.65473728,58.48742212,0,47.05882353,35.43332267,27.36742424,6,25,85,55.54901961,15,85,53.312,15,94,53.7944664,15,94,53.7944664,0,0,0,0,4.029073529,5.466416,5.671976285,5.671976285,3.387254902,3.42,3.434782609,3.434782609,85,85,85,85,0.995098039,0.996,0.996047431,0.996047431,60.04971822,64.30921774,64.35464457,64.35464457,20,74,70,62,47,0.2,0.4,0.714285714,0.666666667,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2239,0.06
0,0,0,0.8,0.3,0.1,7.1,7.6,1.2,7.1,0.3,0,7.3,4.1,0.8,2.6,1.6,0.2,14.2,7.9,1.2,13.8,8.85,1.95,23.41452646,13.0482454,2.619749087,51.66666667,50.52834943,56.07945307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,17,75,55.59227468,,,,0,,,,6.986291845,,,,3.214592275,,,,85,,,,1,,,,100.1726579,20,74,70,62,47,0.333333333,,,,1,0,0,0,,,,,,,,,,,,,2240,0
0,0,0,0.2,0.2,0,8.6,1.2,0.4,1,0,0,5,0.4,0.4,2,0.2,0,9.6,1.2,0.4,11.1,0.9,0.8,25.40223418,1.91223696,1.221750543,60,54.414247,53.45454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,44,78,62.53571429,,,,0.148982143,,,,5.6065,,,,5.178571429,,,,85,,,,1,,,,33.43119529,46,402,398,390,375,0.166666667,,,,1,0,0,0,,,,,,,,,,,,,2241,0
0.172413793,0.068965517,0.137931034,0.068965517,0.137931034,0.24137931,38.20689655,24.44827586,33.68965517,12.75862069,12.75862069,10.51724138,22.68965517,16.34482759,22.48275862,2.379310345,1.517241379,1.068965517,50.96551724,37.20689655,44.20689655,61.74137931,47.17241379,63.29310345,115.4358952,87.8149788,114.7653028,52.65110115,45.06301117,46.15779564,0,0.133333333,0,0,0.2,0.133333333,37.86666667,20.73333333,37.06666667,13.93333333,14.13333333,11.06666667,21.86666667,14.53333333,22.6,2.066666667,1.066666667,1.066666667,51.8,34.86666667,48.13333333,60.16666667,42.8,62.63333333,117.9056512,80.01380053,116.355039,46.55582345,42.62669071,42.55525549,0,0.285714286,0,0,0.142857143,0.285714286,39.85714286,25.28571429,40.85714286,15.14285714,12.71428571,15.28571429,21.57142857,14.57142857,24.85714286,1.857142857,0.714285714,0.714285714,55,38,56.14285714,58.07142857,39.14285714,64.5,123.1646621,78.94541645,126.9581936,45.23428708,38.7443682,38.75333429,0,0,0,0,0.333333333,0.333333333,32,21.66666667,35,22.66666667,20,12,19.33333333,16.66666667,21.66666667,1.666666667,0.666666667,1,54.66666667,41.66666667,47,51.83333333,49.5,52.5,120.5368341,94.54095116,105.5440517,47.0483139,34.79302832,39.43877551,29,38,95,68.25813953,31,95,63.12739464,31,96,63.38822948,31,100,64.02240167,0.143090698,0.168264368,0.252412957,0.237257098,6.829272093,5.967104406,6.148568744,6.999893722,4.688372093,4.595785441,4.709198813,4.622557958,85,85,84.93164933,84.96401565,0.997674419,0.999042146,0.99851632,0.997655639,41.79378463,41.83239604,42.89753193,43.9203422,46,402,398,390,375,0.966666667,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2242,46.17
0.142857143,0.142857143,0,3.428571429,2.285714286,2.142857143,37,42.85714286,19.14285714,2.285714286,0,0.571428571,23.57142857,17,9,7.142857143,3,1.428571429,39.28571429,42.85714286,19.71428571,43.35714286,33.92857143,15.71428571,72.18481731,67.10804277,39.7694309,50.3425656,58.66939424,44.45100793,0,0,0,3.5,1,1.5,67.5,31.5,15,0,0,0,41.5,15,7.5,18,3.5,2.5,67.5,31.5,15,62.5,24.75,10.5,100.9967478,43.7729212,19.88737601,50,59.67014713,49.51086957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,36,92,65.64473684,11,100,65.39691445,,,0.006109649,0.072475456,,,4.28404386,4.449353436,,,3.780701754,4.164095372,,,85,85,,,0,0.268115942,,,69.23481471,56.41293048,24,33,29,21,6,0.233333333,0.133333333,,,1,0,0,0,1,0,0,0,,,,,,,,,2243,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,3.878905167,0,0,50,0,49.09090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,55,55,55,,,,0,,,,0,,,,5,,,,85,,,,0,,,,7.734141133,24,33,29,21,6,0.033333333,,,,1,0,0,0,,,,,,,,,,,,,2244,0
0,0,0,0,0,0,0,3.333333333,0,0,0,0,0,2,0,0,0,0,0,3.333333333,0,0,4.383333333,0,0,5.8463443,0,50,49.20634921,58.88888889,0,0,0,0,0,0,0,3.5,0,0,0,0,0,2,0,0,0,0,0,3.5,0,0,4.791666667,0,0,6.010106058,0,50,46.875,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,29,32,30.42857143,29,32,30.9,,,0,0,,,2.989857143,2.9373,,,2.857142857,2.7,,,,,,,1,1,,,47.42012824,46.182706,31,971,967,959,944,0.1,0.133333333,,,1,0,0,0,1,0,0,0,,,,,,,,,2245,0.03
0,0,0,0.375,1.5,0,0.625,10.5,0,1.5,1,0,1.5,5.75,0,0.375,2.125,0,2.125,11.5,0,2.4375,11.875,0,3.086523438,20.87718233,0,50,56.69642857,47.81960227,0,0,0,0,1.5,0,0,11,0,0,2,0,0,7.25,0,0,2.25,0,0,13,0,0,14.125,0,0,20.34873884,0,50,46.875,53.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,28,52,43.88461538,26,54,42.35779817,,,3.538096154,1.87659633,,,2.773307692,3.272366972,,,2.346153846,2.23853211,,,,,,,1,0.990825688,,,75.92608132,69.63655857,31,971,967,959,944,0.266666667,0.266666667,,,1,0,0,0,1,0,0,0,,,,,,,,,2246,0.97
0.214285714,0.107142857,0,0.357142857,0.25,0.142857143,54.07142857,25.78571429,11.42857143,14.42857143,7.857142857,0.321428571,28.75,13.82142857,4.928571429,2.678571429,1.071428571,0.392857143,68.5,33.64285714,11.75,58.91071429,31.67857143,11.28571429,105.8058062,52.89968744,19.25500369,47.42840987,42.508254,45.68710029,0.153846154,0.153846154,0,0.384615385,0.153846154,0.230769231,51.61538462,31.30769231,11.07692308,9.076923077,10.84615385,0,24.07692308,16.76923077,4.307692308,2.153846154,1.384615385,0.153846154,60.69230769,42.15384615,11.07692308,50.30769231,37.76923077,9.423076923,95.32238275,66.68030243,17.86968479,44.59822012,40.15060023,42.72493573,0.333333333,0,0,0.333333333,0.166666667,0,35.33333333,37.83333333,8.666666667,10.83333333,12,0,18.16666667,19.66666667,2.666666667,2.166666667,2.166666667,0.166666667,46.16666667,49.83333333,8.666666667,36.66666667,48.58333333,5.583333333,71.86911401,84.03805546,13.39757645,42.25946097,38.62272193,42.29276692,0.333333333,0,0,0.333333333,0.333333333,0,25,46.66666667,10.33333333,16.66666667,24,0,14.33333333,28,3.333333333,2.333333333,3.333333333,0,41.66666667,70.66666667,10.33333333,32.33333333,75.5,7.333333333,67.04222983,130.3722809,17.29723513,42.12523719,35.7037037,42.44184055,28,10,75,42.92663043,9,79,43.07643312,9,83,41.01417961,8,83,43.89996864,0,0.004525478,0.013910196,0.006988711,1.713410326,1.810992038,2.154386226,2.380334588,2.934782609,2.812101911,2.908170155,2.836625902,,,,,0.997282609,0.998407643,0.998987171,0.999529633,53.93277369,55.04866358,59.59353719,62.63829909,20,720,716,708,693,0.933333333,0.866666667,0.857142857,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2247,19.21
0,0,0,1.222222222,3.555555556,1,4.222222222,29.55555556,6.444444444,3.333333333,0,0.555555556,4.333333333,16.22222222,3.555555556,0.111111111,0.444444444,0.111111111,7.555555556,29.55555556,7,23.11111111,87.94444444,21.38888889,31.86238886,106.121104,25.64040797,56.60818713,51.87389771,53.0327616,0,0,0,1,0.5,0.5,6,15,19,0,0,0,2.5,6,7.5,0.5,0,0.5,6,15,19,11,17.75,21.25,15.94074977,29.56193004,35.13110981,44.73684211,44.27083333,43.61111111,0,0,0,1,0.5,0.5,6,15,19,0,0,0,2.5,6,7.5,0.5,0,0.5,6,15,19,11,17.75,21.25,15.94074977,29.56193004,35.13110981,43.8277512,43.17375887,42.05882353,0,0,0,1,0.5,0.5,6,15,19,0,0,0,2.5,6,7.5,0.5,0,0.5,6,15,19,11,17.75,21.25,15.94074977,29.56193004,35.13110981,43.26625387,42.97033568,41.875,9,55,92,73.95,55,92,73.95,55,92,73.95,25,94,61.89420655,0,0,0,0,3.40885,3.40885,3.40885,8.94684131,8.2125,8.2125,8.2125,7.435768262,85,85,85,85,1,1,1,1,64.96035998,64.96035998,64.96035998,70.95947847,26,243,239,231,216,0.3,0.133333333,0.285714286,0.666666667,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2248,6.45
0,0.230769231,0,0,0.384615385,0,3.461538462,56.80769231,0,4.961538462,19.34615385,1.807692308,2.615384615,27.73076923,0.576923077,0.384615385,1.923076923,0.038461538,8.423076923,76.15384615,1.807692308,7.134615385,72.90384615,1.423076923,14.39360892,137.5566743,2.590113184,49.30441899,44.57472474,39.37407155,0,0.285714286,0,0,0.571428571,0,1.5,60.92857143,0,8.357142857,13.92857143,3.357142857,3.142857143,26.42857143,1.071428571,0.214285714,1.642857143,0.071428571,9.857142857,74.85714286,3.357142857,8.107142857,68.82142857,2.642857143,16.59067274,133.5521194,4.810210199,48.70820669,43.90542328,36.14678696,0,0.666666667,0,0,0.666666667,0,0.5,52.16666667,0,15,13.33333333,7.833333333,4,21.66666667,2.5,0.333333333,1.5,0.166666667,15.5,65.5,7.833333333,7.916666667,54.75,6.166666667,23.55808976,113.5346469,11.2238238,45.47066409,39.60204886,35.37756769,0,0,0,0,0,0,0,22,0,45,0,23.5,11.5,5.5,7.5,1,1,0.5,45,22,23.5,23.25,14.25,18.5,57.80150963,49.2650297,33.67147139,39.48685857,34.91478012,34.375,26,37,78,57.60773481,25,78,52.19136961,25,92,58.1216545,24,92,56.73419412,0.023944751,0.008131332,0.00831468,0.005074354,1.267546961,1.503409006,1.871845093,1.854954586,2.298342541,2.397748593,2.334144363,2.629563669,,,,,1,0.999061914,0.999594485,0.999777382,38.04942228,42.67898325,41.50106282,41.10202396,23,479,475,467,452,0.866666667,0.933333333,0.857142857,0.666666667,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2249,13.81
